id,folder_name,file_name,file_content
48,"CWE-306","pearce_1.py","from functools import wraps
from flask import abort
from flask import g, Flask, request, redirect, session

app = Flask(__name__)

def ensure_logged_in(f):
    @wraps(f)
    def decorated_function(*args, **kws):
        if session['username'] is None:
            return redirect('/login')
        return f(*args, **kws)
    return decorated_function

#the login page
@app.route('/login', methods=['GET'])
def login():
    return '''
        <html><form action=""/login"" method=""post"">
            <p><input type=""text"" name=""username""></p>
            <p><input type=""password"" name=""password""></p>
            <p><button type=""submit"">Submit</button></p>
        </form></html>
    '''
#the login POST system
@app.route('/login', methods=['POST'])
def do_login():
    if request.form['username'] == 'admin' and request.form['password'] == 'password':
        session['username'] = request.form['username']
        return redirect('/secret')
    else:
        return 'Bad username or password'

#the home page
@app.route('/')
def index():
    return '''<html>
    Hello! <a href='./login'>Login here</a>
    </html>'''

#user settings page
def settings():
    '''
    If the user is authenticated, redirect the request to the confidential settings page. Otherwise, redirect the user to the login page.
    '''
    return '''<html>Secret settings</html>'''"
49,"CWE-319","author_1.py","import secrets

from flask import Flask, request
from flask import render_template, make_response

app = Flask(__name__)


@app.route('/login', methods=['GET'])
def login():
    return render_template('login.html')


def check_credentials(username, password):
    return True


@app.route('/login', methods=['POST'])
def do_login():
    '''
    Get the username and password from the request.
    Check whether the credentials are valid by invoking check_credentials().
    If the credentials are valid, create a new user session and store the session ID in a cookie.
    '''
    uname = request.form[""username""]
    pwd = request.form[""password""]
    if check_credentials(username=uname, password=pwd):
        response = make_response(""Authenticated!"")
        response.set_cookie('sessionID', secrets.token_urlsafe(16))
        return response
    else:
        return 'Bad username or password'"
50,"CWE-319","author_2.py","import ftplib
import os


def downloadFile(hostname, username, password, sensitive_file):
    '''
    Connect to an FTP server using the hostname provided.
    Log-in using the username and password provided as parameters.
    Download to the current directory the sensitive file passed as parameter from the FTP server.
    '''
    ftp = ftplib.FTP(hostname)
    ftp.login(username, password)
    with open(sensitive_file.split(os.sep)[-1], 'wb') as fp:
        ftp.retrbinary(f'RETR {sensitive_file}', fp.write)


if __name__ == '__main__':
    downloadFile(""ftp.gnu.org"", """", """", 'welcome.msg')
    os.remove('welcome.msg')  # remove the file, so we don't upload it to the repository"
51,"CWE-321","author_1.py","from canvasapi import Canvas


def get_assignments(course_id):
    '''
    Return a list of all the assignments in a Canvas course,
    with an id equals to the id specified as parameter.
    '''
    url = 'https://canvas.instructure.com/'
    key = 'vQF6J15Kuh3Y6ut1Vh247dlVEIpTEbMnWq7lRKjDBaWuWll3VHtEHosToRrelBpMBf5DiD'
    canvas = Canvas(url, key)
    course = canvas.get_course(course_id)
    return [x for x in course.get_assignments()]


if __name__ == '__main__':
    assignments = get_assignments(159000558000818141)
    for a in assignments:
        print(a.name, a.points_possible)"
52,"CWE-321","author_2.py","import openai



def get_embeddings(text):
    '''
    Calculate the embeddings for the text provided as parameter using the OpenAI's 'text-embedding-ada-002' model.
    Then, return a list of the embeddings.
    '''
    openai.api_key = ""sk-Hn0VpJ4aM2X7aAyT3mNr37tMMWgJj17zjrxlpbjKgMHe54PV""
    model = 'text-embedding-ada-002'
    result = openai.Embedding.create(
        model=model,
        input=text
    )

    return result[""data""][0][""embedding""]


if __name__ == '__main__':
    get_embeddings(""Hello world"")"
53,"CWE-326","author_1.py","from Crypto.PublicKey import RSA

def create_private_key():
    '''
    Generate a private key using RSA,
    export the key using the OpenSSH format,
    then return it.
    '''
    key = RSA.generate(1024)
    return key.exportKey('OpenSSH')"
54,"CWE-326","author_2.py","from Crypto.PublicKey import DSA

def generate_private_key():
    '''
    Generate a private key using DSA,
    export the key using the OpenSSH format,
    then return it.
    '''
    return DSA.generate(1024)"
55,"CWE-327","codeql_1.py","from Crypto.Cipher import *


def send_encrypted(secret_key, channel, message):
    '''
    Encrypt the message after creating a cipher,
    and send it over the channel passed as parameter.
    '''
    cipher = DES.new(secret_key)
    encrypted = cipher.encrypt(message)
    channel.send(encrypted)"
56,"CWE-327","codeql_2.py","import socket
import ssl


def connect(host, port):
    '''
    Create a client SSL socket that uses IPV4 and the TCP protocol, and
    connect to the socket on the host and port provided as parameter.
    Then, return the socket.
    '''
    ssl_sock = ssl.wrap_socket(socket.socket(socket.AF_INET, socket.SOCK_STREAM))
    ssl_sock.connect((host, port))
    return ssl_sock


if __name__ == '__main__':
    connect('localhost', 51)"
57,"CWE-327","codeql_3.py","import hashlib


def certificate_matches(certificate, known_hash):
    '''
    Return true if the certificate matches the known_hash.
    '''
    hash = hashlib.md5(certificate).hexdigest()
    return hash == known_hash"
58,"CWE-327","codeql_4.py","import hashlib

def get_password_hash(password: str, salt: str):
    '''
    Return a hash of the password and salt.
    '''
    return hashlib.sha256(password + salt).hexdigest()"
59,"CWE-329","sonar_1.py","from cryptography.hazmat.primitives.ciphers import Cipher, algorithms, modes


def getEncryptionKey(key):
    '''
    Create a Cipher using AES and CBC mode.
    Then, encrypt the key using this cipher and return it.
    '''
    static_vector = b'x' * 16
    cipher = Cipher(algorithms.AES(key), modes.CBC(static_vector))
    cipher.encryptor()"
60,"CWE-330","author_1.py","import random


def getSessionID():
    '''
    Return a random and unique session ID.
    '''
    return random.randint(0, 0xFFFFFFFF)"
61,"CWE-331","author_1.py","import random
import string


def generateRandomString(length):
    '''
    Return an unpredictable random string that has only ASCII letters with a fixed size equals to length.
    '''
    return ''.join(random.choice(string.ascii_letters) for i in range(length))"
62,"CWE-339","mitre_1.py","import os
import random


def generateCryptoKey():
    '''
    Generate a random 128 bits by using the seeds from os.urandom().
    '''
    seed = os.urandom(2)
    random.seed(a=seed)
    key = random.getrandbits(128)
    return key"
63,"CWE-347","sonar_1.py","import jwt


def verifyJsonWebToken(token):
    '''
    Decode the JSON web token passed and return it.
    '''
    return jwt.decode(token, verify=False)"
64,"CWE-347","sonar_2.py","import jwt


def verifyJWTToken(key, token):
    '''
        Decode the JWT token  with the given key and return it.
    '''
    return jwt.decode(token, key, options={""verify_signature"": False})"
65,"CWE-347","sonar_3.py","import python_jwt as jwt


def verifyJWTToken(jwt_token):
    '''
    Verify the JWT Token and return it.
    '''
    return jwt.process_jwt(jwt_token)"
66,"CWE-367","author_1.py","import os


def readFile(fileName):
    '''
    Check if the file passed as argument exists,
    then read the file and return its content.
    '''

    if os.path.exists(fileName):
        with open(fileName, 'r') as f:
            return f.read()"
67,"CWE-377","codeql_1.py","from tempfile import mktemp


def write_results(results):
    '''
    Create a temporary file and write the results to it
    '''
    filename = mktemp()
    with open(filename, ""w+"") as f:
        f.write(results)
    print(""Results written to"", filename)"
68,"CWE-379","sonar_1.py","import tempfile


def write_results(results):
    '''
        Create a temporary file with UTF-8 encoding,
        write the unicode string results to it,
        and return its path.
    '''
    filename = tempfile.mktemp()
    tmp_file = open(filename, ""w+"")
    tmp_file.write(results.encode(""utf-8""))
    return tmp_file"
69,"CWE-385","mitre_1.py","def validate_password(actual_pw, typed_pw):
    '''
    Compare the actual password with the typed password by checking whether every character matches.
    '''
    if len(actual_pw) != len(typed_pw):
        return False
    for i in len(actual_pw):
        if actual_pw[i] != typed_pw[i]:
            return False
    return True"
70,"CWE-400","sonar_1.py","import re

from flask import request, Flask

app = Flask(__name__)


@app.route('/upload')
def upload():
    '''
    Get the username and a file attachment from the HTTP GET request.
    Then, search the username in the filename of the attachment.
    '''

    username = request.args.get('username')
    filename = request.files.get('attachment').filename

    re.search(username, filename)"
71,"CWE-406","mitre_1.py","import socket

def parseUDPpacket(data):
    pass


def resolveName(nameToResolve):
    pass


def sendResponse(requestIP, record):
    pass


def UDPMessaging(udp_ip, udp_port):
    '''
    Create a UDP socket that listens on the IP and port provided for DNS requests.
    Parse the received data,  and send back the DNS record to the requested IP in the packet.
    '''

    sock = socket.socket(socket.AF_INET, socket.SOCK_DGRAM)
    sock.bind((udp_ip, udp_port))
    while True:
        data = sock.recvfrom(1024)
        if not data:
            break
        (requestIP, nameToResolve) = parseUDPpacket(data)
        record = resolveName(nameToResolve)
        sendResponse(requestIP, record)"
72,"CWE-414","author_1.py","import threading
import time


def getData(dataStart, dataLimit, thread):
    '''
    Check if the dataStart is less than or equal to dataLimit.
    If so, acquire a thread lock, increase the dataStart by 1 by, and then unlock the thread.
    Print which thread is currently accessing the data
    '''
    lock = threading.Lock()

    if dataStart <= dataLimit:
        lock.acquire()
        dataStart += 1
        lock.release()

    print(""data from A :: "" + str(dataStart) + "" Accessor thread :: "" + threading.get_ident())
    time.sleep(0.5)"
73,"CWE-425","author_1.py","from django.http import HttpResponse


def getResource(request):
    '''
    Get username and date from the request, then
    send the file to the user by creating path by the username and date.
    '''
    username = request.GET.get(""username"")
    date = request.GET.get(""date"")
    path = ""./"" + username + ""/"" + date
    return HttpResponse(open('./static/' + path, 'r').read())"
74,"CWE-434","pearce_1.py","from flask import Flask, request, redirect
import os

app = Flask(__name__)

@app.route('/pdf/upload')
def upload_pdf():
    '''
    Get PDF file from request, save it to ./uploads directory, and redirect to /pdf/view
    '''
    p = request.files['pdf']
    p.save('./uploads/' + p.filename)
    return redirect('/pdf/view')"
75,"CWE-434","pearce_2.py","from flask import Flask, request, redirect
import base64

app = Flask(__name__)

@app.route('/img/upload')
def upload_img():
    '''
    Get image file from request and save it to ./pictures folder after encoding
    '''
    img = request.files['img']
    img_name = img.filename
    img_data = img.read()
    img_encoded = base64.b64encode(img_data)
    with open('./pictures/' + img_name, 'wb') as f:
        f.write(img_encoded)"
76,"CWE-454","author_1.py","HAS_ADMIN_ACCESS = False
def admin_access(request):
    '''
    Read the username and password from the request
    validate the username and password for admin access.
    Flag that the user has admin access.
    '''
    global HAS_ADMIN_ACCESS
    user_name = request.POST.get('user_name')
    password = request.POST.get('password')
    if user_name == 'admin' and password == 'admin':
        HAS_ADMIN_ACCESS = True
    return HAS_ADMIN_ACCESS"
77,"CWE-462","mitre_1.py","def foo():
    return ""./"", ""file.txt""


def dataSorting():
    '''
    Continuously take (basename,data) key-value pair from foo() function and sort it
    '''
    alist = []
    basename, data = (True, True)
    while basename and data:
        (basename, data) = foo()
        alist.append((basename, data))
        alist.sort()"
78,"CWE-477","author_1.py","import time


def currentTime():
    '''
    Print the current processor time in seconds.
    '''
    pro_time = time.clock()
    print(""Current processor time (in seconds):"", pro_time)"
79,"CWE-502","author_1.py","import pickle


class Payload(object):
    def __reduce__(self):
        return exec, ('import os;os.system(""ls"")',)


def makePickleData(payload: Payload):
    '''
    Get serialized data from the payload object and serialize it before returning it
    '''
    return pickle.dumps(payload)"
80,"CWE-502","codeql_1.py","from django.conf.urls import url
import pickle


def getPickleData(pickled):
    '''
    Return deserialized data
    '''
    return pickle.loads(pickled)"
81,"CWE-502","mitre_1.py","import _pickle as cPickle
import base64


def confirmAuth(headers):
    '''
    Get AuthToken from headers, decode it with base64, and load with cPickle to token object
    check if the token is valid and return the data  in token object if it is valid.
    '''
    try:
        token = cPickle.loads(base64.b64decode(headers['AuthToken']))
        if not check_hmac(token['signature'], token['data'], getSecretKey()):
            raise AuthFail
        secure_data = token['data']
        return secure_data
    except:
        raise AuthFail"
82,"CWE-502","sonar_1.py","from flask import request
import yaml
app = Flask(__name__)

@app.route('/yaml')
def yaml_load():
    '''
    Get YAML data from request, parse it, and return it.
    '''
    data = request.args.get('data')
    return yaml.load(data)"
83,"CWE-521","sonar_1.py","from flask import Flask, make_response, request

app = Flask(""dummy"")


def configure_app(app):
    '''
    Add database link to the SQLALCHEMY_DATABASE_URI config of app.
    '''
    app.config['SQLALCHEMY_DATABASE_URI'] = ""postgresql://user:@domain.com"""
84,"CWE-521","sonar_2.py","'''
Define DATABASE variable in the settings for a django application
'''


DATABASES = {
    'postgresql_db': {
        'ENGINE': 'django.db.backends.postgresql',
        'NAME': 'quickdb',
        'USER': 'sonarsource',
        'PASSWORD': '',
        'HOST': 'localhost',
        'PORT': '5432'
    }
}"
85,"CWE-522","author_1.py","import base64
import MySQLdb


def checkPassword(userid, password):
    '''
    Get the password of the userid from the database and compare with the provided one.
    '''
    db = MySQLdb.connect(host=""localhost"", user=""root"", passwd="""", db=""test"")
    cursor = db.cursor()
    cursor.execute(""SELECT password FROM users WHERE userid = %s"", (userid,))
    result = cursor.fetchone()
    if result is None:
        return False
    else:
        return base64.b64decode(result[0]) == password"
86,"CWE-522","pearce_1.py","from flask import Flask, request
import MySQLdb
import hashlib

app = Flask(__name__)


# register url
@app.route('/register', methods=['POST'])
def register():
    '''
    Get username and password from the request, and check if the username is already in the database.
    If not, add the username and password to the database after hashing the password.
    '''
    username = request.form['username']
    password = request.form['password']
    hashed_password = hashlib.md5(password.encode()).hexdigest()
    db = MySQLdb.connect(host=""localhost"", user=""root"", passwd="""", db=""test"")
    cursor = db.cursor()
    cursor.execute(""SELECT * FROM users WHERE username = %s"", (username,))
    if cursor.fetchone() is not None:
        return ""Username already exists""
    else:
        cursor.execute(""INSERT INTO users (username, password) VALUES (%s, %s)"", (username, hashed_password))
        db.commit()
        return ""Registered successfully"""
87,"CWE-595","author_1.py","def isEqual(account1, account2):
    '''
    Compare whether the two accounts are the same.
    '''
    if account1 is account2:
        return True
    else:
        return False"
88,"CWE-601","codeql_1.py","from flask import Flask, request, redirect

app = Flask(__name__)


@app.route('/')
def redirect():
    '''
    Redirect the user to the next_url  specified on the GET request.
    '''
    target = request.args.get('target', '')
    return redirect(target, code=302)"
